"regnum","pccode","pcpct","prodname"
1389800001,86802,125000,"SCREW-WORM EAR TICK SPRAY                                             "
1389800011,4003,1620,"INSTANT ACTION HOUSE & GARDEN SPRAY                                   "
1389800011,6601,2720,"INSTANT ACTION HOUSE & GARDEN SPRAY                                   "
1389800011,97801,2280,"INSTANT ACTION HOUSE & GARDEN SPRAY                                   "
1390000001,69183,150000,"DELTA K-159                                                           "
1390000002,69105,1e+05,"DELTA K-150                                                           "
1390000003,63003,135000,"DELTA K-160                                                           "
1390000004,63003,9e+05,"DELTA K-151                                                           "
1390000005,39002,50700,"DELTA K-161                                                           "
1390000005,63301,36800,"DELTA K-161                                                           "
1390000007,69183,1e+05,"POOL CLEAR                                                            "
1390100001,98801,6000,"MOW-LESS                                                              "
1390100002,98801,19,"TRIM-LESS                                                             "
1392600006,57801,62500,"DIACICLON F-5                                                         "
1392600007,67501,11800,"DIACICLON F-7                                                         "
1392600007,69001,2000,"DIACICLON F-7                                                         "
1393800001,45901,230000,"LEVER PROFESSIONAL SUPER TOILET BOWL CLEANER                          "
1393800001,69105,500,"LEVER PROFESSIONAL SUPER TOILET BOWL CLEANER                          "
1393800001,83001,100,"LEVER PROFESSIONAL SUPER TOILET BOWL CLEANER                          "
1393800002,14703,52500,"DOMESTOS SANITARY CLEANER                                             "
1393800003,14703,84000,"LEVER PROFESSIONAL SANITIZER                                          "
1393800004,69104,22500,"LP-2                                                                  "
1393800004,69154,22500,"LP-2                                                                  "
1395800001,69105,50000,"RIGSBEE BIG FOOT 256                                                  "
1395800001,69149,18750,"RIGSBEE BIG FOOT 256                                                  "
1395800001,69165,37500,"RIGSBEE BIG FOOT 256                                                  "
1395800001,69166,18750,"RIGSBEE BIG FOOT 256                                                  "
1396700001,40501,2500,"BIRSCH LEMON ODOR DISINFECTANT-CLEANER COEF.7                         "
1396700001,69141,20000,"BIRSCH LEMON ODOR DISINFECTANT-CLEANER COEF.7                         "
1396700009,69105,3000,"SPRAY GERMICIDAL CLEANER & DEODORANT                                  "
1396700010,67002,39500,"PINE ODOR DISINFECTANT                                                "
1396700010,69141,19700,"PINE ODOR DISINFECTANT                                                "
1397309219,69145,350000,"ALGICIDE INHIBITOR                                                    "
1397309219,69146,50000,"ALGICIDE INHIBITOR                                                    "
1397309220,81405,665200,"WILSON POOLS ORGANIC CHLORINE CONCENTRATE                             "
1397309221,81404,990000,"WILSON POOL SUPER SOLUBLE ORGANIC CHLORINE CONCENTRATE                "
1397309222,81405,990000,"WILSON POOL CHLORINE CARTRIDGES                                       "
1397600001,69141,1e+05,"ASSOCIATED POOLS ALGICIDE CONCENTRATE                                 "
1397800002,14703,90000,"SUN SHIELD CHLORINATING SOLUTION                                      "
1397808142,14703,1e+05,"POOL GUARD, SOUTH MIAMI POOL CO.                                      "
1399600001,69183,6e+05,"SPA CARE ALGAECIDE                                                    "
1401100002,30010,597000,"WEED-O-MATIC NON-VOLATILE LAWN WEED KILLER                            "
1401420001,14703,125000,"SODIUM HYPOCHLORITE                                                   "
1407500001,69141,1e+05,"QUAT 128                                                              "
1407500002,69141,20000,"LEMONFECT - 230                                                       "
1407500003,69141,20000,"FREEN                                                                 "
1407500005,67002,39500,"PINE ODOR DISINFECTANT                                                "
1407500005,69141,19700,"PINE ODOR DISINFECTANT                                                "
1407500006,69141,40000,"TQC GERMICIDAL CLEANER & DEODORANT                                    "
1407500007,69141,40000,"CORRELSEPT DISINFECTING CLEANER                                       "
1409900001,69104,50000,"MESA SANITIZING RINSE                                                 "
1409900001,69154,50000,"MESA SANITIZING RINSE                                                 "
1410308977,69122,1000,"DART MEDI-KLEAN, LEMON, LAVENDER, MINT&PINE                           "
1410700001,34803,166000,"M-CHEM BACTERICIDE  5                                                 "
1410709340,47501,271000,"M-CHEM BACTERCIDE NO.4                                                "
1410709340,67321,451000,"M-CHEM BACTERCIDE NO.4                                                "
1410709341,69105,169300,"M-CHEM BACTERICIDE NO 2                                               "
1410709342,57701,95000,"M-CHEM WATER BASE MOSQUITO SPRAY                                      "
1410709343,57701,95000,"M-CHEM OIL BASE MOSQUITO SPRAY                                        "
1410709351,12301,26000,"M-CHEM 1010 WEED CONTROL                                              "
1410709351,63001,281000,"M-CHEM 1010 WEED CONTROL                                              "
1412500001,63503,4800,"COMPACTICIDE-L                                                        "
1412500001,67501,12000,"COMPACTICIDE-L                                                        "
1412500001,69001,1200,"COMPACTICIDE-L                                                        "
1412500002,63503,4800,"MISTICIDE                                                             "
1412500002,67501,12000,"MISTICIDE                                                             "
1412500002,69001,1200,"MISTICIDE                                                             "
1415000001,47501,20000,"MINT ODOR DISINFECTANT                                                "
1415000001,69141,20000,"MINT ODOR DISINFECTANT                                                "
1415000001,76601,5000,"MINT ODOR DISINFECTANT                                                "
1415000002,40501,2500,"LEMON ODOR DISINFECTANT                                               "
1415000002,69141,20000,"LEMON ODOR DISINFECTANT                                               "
1415000003,47501,47500,"PINE ODOR DISINFECTANT                                                "
1415000003,67002,39500,"PINE ODOR DISINFECTANT                                                "
1415000003,69141,19700,"PINE ODOR DISINFECTANT                                                "
1415700001,1501,20000,"KINGWELL-34                                                           "
1415700001,69137,1e+05,"KINGWELL-34                                                           "
1415700002,69104,12800,"KINGWELL SANITIZER CLEANER (34-2)                                     "
1415700002,69154,12800,"KINGWELL SANITIZER CLEANER (34-2)                                     "
1415700002,73506,20000,"KINGWELL SANITIZER CLEANER (34-2)                                     "
1415700003,39107,16000,"KINGWELL DISINFECTANT CLEANER (34-3)                                  "
1415700003,69149,42500,"KINGWELL DISINFECTANT CLEANER (34-3)                                  "
1415700003,72604,5000,"KINGWELL DISINFECTANT CLEANER (34-3)                                  "
